CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD
Ric8inhib-1-frag-placed-1306,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(N)ccc(F)c1F,9,NCS1-am-batch-3,NCS1-x1434,OK: No comment:No comment,success,1.776,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-521,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(I)c1,9,NCS1-am-batch-3,NCS1-x1435,OK: No comment:No comment,success,2.132,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-518,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(N)c1,9,NCS1-am-batch-3,NCS1-x1437,OK: No comment:No comment,success,2.118,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,6.328363,8.377977,,
Ric8inhib-1-frag-placed-919,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(N)ccc1F,9,NCS1-am-batch-3,NCS1-x1438,OK: No comment:No comment,success,2.438,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-500,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1442,OK: No comment:No comment,success,1.721,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1249,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1C(=O)O,9,NCS1-am-batch-3,NCS1-x1443,OK: No comment:No comment,success,2.966,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-871,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1CO,9,NCS1-am-batch-3,NCS1-x1444,OK: No comment:No comment,success,1.991,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-923,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)ccc1N,9,NCS1-am-batch-3,NCS1-x1445,OK: No comment:No comment,success,1.735,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1957,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)NNc1ccc(F)c(Br)c1,9,NCS1-am-batch-3,NCS1-x1446,OK: No comment:No comment,success,1.574,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1951,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1447,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-839,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(N)c1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1448,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-931,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1449,OK: No comment:No comment,success,2.289,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1941,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)NNc1ccc(F)cc1,9,NCS1-am-batch-3,NCS1-x1450,OK: No comment:No comment,success,2.237,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1963,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)NNc1ccc(F)cc1F,9,NCS1-am-batch-3,NCS1-x1451,OK: No comment:No comment,success,2.136,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
D2R-12-frag-placed-925,CCC(=O)Nc1cc(NC(=O)CC)cc(C(=O)NC(CCS(C)(=O)=O)c2nc(-c3ccccn3)no2)c1,9,NCS1-am-batch-3,NCS1-x1452,OK: No comment:No comment,success,2.608,3 - In Refinement,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
D2R-12-frag-placed-14,CCC(=O)Nc1cc(NC(=O)CC)cc(C(=O)NCc2nc(-c3ccccn3)no2)c1,9,NCS1-am-batch-3,NCS1-x1454,OK: No comment:No comment,success,1.825,3 - In Refinement,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-280,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(C)cc(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1455,OK: No comment:No comment,success,2.205,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-404,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(C#N)c(OC)cc3N)c2c1,9,NCS1-am-batch-3,NCS1-x1456,OK: No comment:No comment,success,2.98,2 - PANDDA model,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-319,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(C#N)ccc3OC)c2c1,9,NCS1-am-batch-3,NCS1-x1457,OK: No comment:No comment,success,1.565,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-363,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3ccc(OC)c(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1458,OK: No comment:No comment,success,1.661,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-377,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(F)c(Cl)c(C#N)c3Cl)c2c1,9,NCS1-am-batch-3,NCS1-x1459,OK: No comment:No comment,success,2.373,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-291,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3ccc(F)c(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1460,OK: No comment:No comment,success,2.073,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-288,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3ccc(N)c(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1461,OK: No comment:No comment,success,1.716,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-289,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(N)cc(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1463,OK: No comment:No comment,success,1.766,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-283,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(C#N)ccc3F)c2c1,9,NCS1-am-batch-3,NCS1-x1464,OK: No comment:No comment,success,1.98,1 - Analysis Pending,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-279,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cc(C#N)ccc3N)c2c1,9,NCS1-am-batch-3,NCS1-x1465,OK: No comment:No comment,success,1.625,3 - In Refinement,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-277,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cccc(C#N)c3)c2c1,9,NCS1-am-batch-3,NCS1-x1466,OK: No comment:No comment,Failed - low resolution,3.6,2 - PANDDA model,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSB03437012178-x0119-0B-x0128-0B-frag-296,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)n(C(=O)c3cccc(C#N)c3Cl)c2c1,9,NCS1-am-batch-3,NCS1-x1467,OK: No comment:No comment,success,1.769,1 - Analysis Pending,True,CB1R-5,False,True,,,,,,,,x0119-0B,x0128-0B,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-24,Nc1c(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)sc2ccccc12,9,NCS1-am-batch-3,NCS1-x1469,OK: No comment:No comment,success,1.889,1 - Analysis Pending,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
D2R-12-frag-placed-182,CN(Cc1nc(-c2ccccn2)no1)C(=O)c1cc(N2CCCC2=O)cc(N2CCCC2=O)c1,9,NCS1-am-batch-3,NCS1-x1470,OK: No comment:No comment,success,7.19,1 - Analysis Pending,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
D2R-12-frag-placed-1578,CS(=O)(=O)CCC(NC(=O)c1cc(N2CCCC2=O)cc(N2CCCC2=O)c1)c1nc(-c2ccccn2)no1,9,NCS1-am-batch-3,NCS1-x1471,OK: No comment:No comment,success,2.323,1 - Analysis Pending,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
D2R-12-frag-placed-786,CSCCC(NC(=O)c1cc(N2CCCC2=O)cc(N2CCCC2=O)c1)c1nc(-c2ccccn2)no1,9,NCS1-am-batch-3,NCS1-x1472,OK: No comment:No comment,success,1.854,1 - Analysis Pending,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
D2R-12-frag-placed-829,O=C1CCCN1c1cc(C(=O)N2CC(F)CC2c2nc(-c3ccccn3)no2)cc(N2CCCC2=O)c1,9,NCS1-am-batch-3,NCS1-x1473,OK: No comment:No comment,success,2.406,1 - Analysis Pending,True,D2R-12,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-30,O=C(c1cc2c(F)cccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1475,OK: No comment:No comment,success,1.967,1 - Analysis Pending,True,Ric8inhibitor-3,False,True,,,,,,,,x0252-2B,x0485-0A,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-125,O=C(c1cc2cc([N+](=O)[O-])ccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1476,OK: No comment:No comment,success,1.778,3 - In Refinement,True,Ric8inhibitor-3,True,True,,,,,,,,x0071-0B,x0119-2B,10.931512,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-21,O=C(c1cc2cc(Br)ccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1477,OK: No comment:No comment,success,3.07,3 - In Refinement,True,Ric8inhibitor-3,True,True,,,,,,,,x0071-0B,x0119-2B,,12.266677,,
CSSS00121613715-x0071-0B-x0119-2B-frag-18,O=C(c1cc2cccc(Br)c2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1478,OK: No comment:No comment,success,2.598,1 - Analysis Pending,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-23,O=C(c1cc2cccc(Cl)c2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1479,OK: No comment:No comment,success,2.83,3 - In Refinement,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-28,O=C(c1cc2cccc(F)c2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1480,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
CSSS00121613715-x0071-0B-x0119-2B-frag-116,O=C(c1sc2cc(F)ccc2c1Cl)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9,NCS1-am-batch-3,NCS1-x1481,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
